
Epoch 1:
features.0.0.weight: max=0.441912, mean=0.080115
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074002, mean=0.025462
features.1.1.bias: max=0.063430, mean=0.023157
classifier.weight: max=0.108240, mean=0.031309
classifier.bias: max=0.057909, mean=0.024238

Epoch 182:
features.0.0.weight: max=0.387185, mean=0.081830
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.097443, mean=0.026737
features.0.1.bias: max=0.065850, mean=0.021181
features.1.0.weight: max=0.033064, mean=0.004350
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.068910, mean=0.024993
features.1.1.bias: max=0.074656, mean=0.026083
classifier.weight: max=0.134435, mean=0.041141
classifier.bias: max=0.084652, mean=0.035180

Epoch 183:
features.0.0.weight: max=0.398736, mean=0.062226
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.111237, mean=0.026340
features.0.1.bias: max=0.055104, mean=0.017488
features.1.0.weight: max=0.042390, mean=0.004325
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.060321, mean=0.020158
features.1.1.bias: max=0.046378, mean=0.019029
classifier.weight: max=0.134219, mean=0.028117
classifier.bias: max=0.055689, mean=0.021624

Epoch 184:
features.0.0.weight: max=0.361370, mean=0.082246
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.139456, mean=0.038741
features.0.1.bias: max=0.102341, mean=0.028313
features.1.0.weight: max=0.046818, mean=0.004770
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.079534, mean=0.023641
features.1.1.bias: max=0.073157, mean=0.022796
classifier.weight: max=0.165818, mean=0.044286
classifier.bias: max=0.060923, mean=0.033246

Epoch 185:
features.0.0.weight: max=0.604373, mean=0.077598
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.146106, mean=0.041729
features.0.1.bias: max=0.130067, mean=0.033678
features.1.0.weight: max=0.060253, mean=0.006302
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.093723, mean=0.034253
features.1.1.bias: max=0.093890, mean=0.034791
classifier.weight: max=0.215626, mean=0.049126
classifier.bias: max=0.107074, mean=0.037624

Epoch 186:
features.0.0.weight: max=0.328879, mean=0.074089
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.115051, mean=0.030610
features.0.1.bias: max=0.049077, mean=0.021909
features.1.0.weight: max=0.054863, mean=0.004982
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062043, mean=0.025708
features.1.1.bias: max=0.066345, mean=0.025722
classifier.weight: max=0.152613, mean=0.036921
classifier.bias: max=0.070556, mean=0.029775

Epoch 187:
features.0.0.weight: max=0.301507, mean=0.075253
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.121990, mean=0.033581
features.0.1.bias: max=0.067164, mean=0.021547
features.1.0.weight: max=0.043754, mean=0.005101
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042707, mean=0.016030
features.1.1.bias: max=0.030551, mean=0.012414
classifier.weight: max=0.083460, mean=0.023661
classifier.bias: max=0.036347, mean=0.015494

Epoch 188:
features.0.0.weight: max=0.356378, mean=0.098975
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.127584, mean=0.029534
features.0.1.bias: max=0.080357, mean=0.022937
features.1.0.weight: max=0.039131, mean=0.004247
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.070821, mean=0.020800
features.1.1.bias: max=0.064202, mean=0.021331
classifier.weight: max=0.121459, mean=0.029673
classifier.bias: max=0.068617, mean=0.021974

Epoch 189:
features.0.0.weight: max=0.286719, mean=0.066332
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.112626, mean=0.043274
features.0.1.bias: max=0.058379, mean=0.028505
features.1.0.weight: max=0.069007, mean=0.004659
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.055608, mean=0.017601
features.1.1.bias: max=0.057836, mean=0.017512
classifier.weight: max=0.089702, mean=0.033737
classifier.bias: max=0.043148, mean=0.024770

Epoch 190:
features.0.0.weight: max=0.476222, mean=0.060353
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.090024, mean=0.039003
features.0.1.bias: max=0.067688, mean=0.024654
features.1.0.weight: max=0.071946, mean=0.004791
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061763, mean=0.027361
features.1.1.bias: max=0.063300, mean=0.028561
classifier.weight: max=0.115939, mean=0.035402
classifier.bias: max=0.067635, mean=0.027094

Epoch 191:
features.0.0.weight: max=0.566546, mean=0.095166
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.120760, mean=0.032535
features.0.1.bias: max=0.068689, mean=0.022728
features.1.0.weight: max=0.034950, mean=0.004442
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.051861, mean=0.017880
features.1.1.bias: max=0.044079, mean=0.016821
classifier.weight: max=0.169162, mean=0.036051
classifier.bias: max=0.081544, mean=0.023484

Epoch 192:
features.0.0.weight: max=0.358021, mean=0.076670
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.115789, mean=0.042984
features.0.1.bias: max=0.075931, mean=0.024335
features.1.0.weight: max=0.042555, mean=0.005868
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.047971, mean=0.016092
features.1.1.bias: max=0.046118, mean=0.015851
classifier.weight: max=0.111656, mean=0.030803
classifier.bias: max=0.073323, mean=0.022286

Epoch 193:
features.0.0.weight: max=0.444659, mean=0.061514
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.111920, mean=0.033422
features.0.1.bias: max=0.059845, mean=0.017587
features.1.0.weight: max=0.025655, mean=0.004018
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.038749, mean=0.015703
features.1.1.bias: max=0.038430, mean=0.014225
classifier.weight: max=0.075854, mean=0.024526
classifier.bias: max=0.035866, mean=0.016826

Epoch 194:
features.0.0.weight: max=0.458640, mean=0.073798
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.128384, mean=0.028661
features.0.1.bias: max=0.070182, mean=0.019649
features.1.0.weight: max=0.031877, mean=0.004081
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.026673, mean=0.009137
features.1.1.bias: max=0.020040, mean=0.008016
classifier.weight: max=0.045927, mean=0.016375
classifier.bias: max=0.020830, mean=0.010435

Epoch 195:
features.0.0.weight: max=0.313740, mean=0.064054
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.091110, mean=0.031063
features.0.1.bias: max=0.063107, mean=0.021873
features.1.0.weight: max=0.078038, mean=0.005008
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.088453, mean=0.023639
features.1.1.bias: max=0.087836, mean=0.024183
classifier.weight: max=0.121741, mean=0.047403
classifier.bias: max=0.061364, mean=0.038326

Epoch 196:
features.0.0.weight: max=0.491128, mean=0.107154
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.199658, mean=0.037446
features.0.1.bias: max=0.140247, mean=0.031721
features.1.0.weight: max=0.070036, mean=0.004914
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.084397, mean=0.024387
features.1.1.bias: max=0.089788, mean=0.024952
classifier.weight: max=0.192288, mean=0.041149
classifier.bias: max=0.095821, mean=0.033016

Epoch 197:
features.0.0.weight: max=0.338594, mean=0.061354
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.117764, mean=0.021010
features.0.1.bias: max=0.055991, mean=0.016952
features.1.0.weight: max=0.040793, mean=0.003410
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.057278, mean=0.020269
features.1.1.bias: max=0.061779, mean=0.021405
classifier.weight: max=0.094787, mean=0.029725
classifier.bias: max=0.053961, mean=0.022922

Epoch 198:
features.0.0.weight: max=0.574548, mean=0.064300
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.062961, mean=0.018313
features.0.1.bias: max=0.055019, mean=0.014470
features.1.0.weight: max=0.031474, mean=0.003488
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.067900, mean=0.022119
features.1.1.bias: max=0.057571, mean=0.022786
classifier.weight: max=0.103795, mean=0.030064
classifier.bias: max=0.059001, mean=0.023075

Epoch 199:
features.0.0.weight: max=0.436271, mean=0.099962
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.079131, mean=0.029486
features.0.1.bias: max=0.100631, mean=0.028034
features.1.0.weight: max=0.066931, mean=0.004503
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.053273, mean=0.022273
features.1.1.bias: max=0.064951, mean=0.022692
classifier.weight: max=0.138440, mean=0.037933
classifier.bias: max=0.072400, mean=0.029053

Epoch 200:
features.0.0.weight: max=0.741374, mean=0.096542
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.130782, mean=0.049160
features.0.1.bias: max=0.097990, mean=0.037552
features.1.0.weight: max=0.046073, mean=0.005646
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.102336, mean=0.023315
features.1.1.bias: max=0.072397, mean=0.021027
classifier.weight: max=0.182021, mean=0.041849
classifier.bias: max=0.078332, mean=0.027209

Epoch 201:
features.0.0.weight: max=0.337077, mean=0.076374
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.197858, mean=0.058757
features.0.1.bias: max=0.063095, mean=0.029880
features.1.0.weight: max=0.062530, mean=0.006143
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061315, mean=0.020455
features.1.1.bias: max=0.061143, mean=0.023655
classifier.weight: max=0.145619, mean=0.033306
classifier.bias: max=0.066329, mean=0.025178

Epoch 202:
features.0.0.weight: max=0.341652, mean=0.054943
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.058718, mean=0.024616
features.0.1.bias: max=0.046067, mean=0.015038
features.1.0.weight: max=0.035999, mean=0.003428
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.051135, mean=0.016984
features.1.1.bias: max=0.050650, mean=0.016070
classifier.weight: max=0.076229, mean=0.028989
classifier.bias: max=0.035313, mean=0.021744

Epoch 203:
features.0.0.weight: max=0.543909, mean=0.073631
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.121530, mean=0.040604
features.0.1.bias: max=0.092390, mean=0.033687
features.1.0.weight: max=0.031384, mean=0.003992
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.085717, mean=0.026085
features.1.1.bias: max=0.098301, mean=0.029499
classifier.weight: max=0.154399, mean=0.042494
classifier.bias: max=0.091256, mean=0.034847

Epoch 204:
features.0.0.weight: max=0.419472, mean=0.059854
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.107662, mean=0.030585
features.0.1.bias: max=0.079036, mean=0.021622
features.1.0.weight: max=0.040411, mean=0.004438
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042190, mean=0.015170
features.1.1.bias: max=0.045045, mean=0.016989
classifier.weight: max=0.129064, mean=0.022335
classifier.bias: max=0.069454, mean=0.017088

Epoch 205:
features.0.0.weight: max=0.805585, mean=0.116503
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.269488, mean=0.043275
features.0.1.bias: max=0.149110, mean=0.040046
features.1.0.weight: max=0.039038, mean=0.005885
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059434, mean=0.022679
features.1.1.bias: max=0.065606, mean=0.024031
classifier.weight: max=0.111060, mean=0.031193
classifier.bias: max=0.054686, mean=0.028222

Epoch 206:
features.0.0.weight: max=0.735546, mean=0.098308
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.133597, mean=0.040955
features.0.1.bias: max=0.087635, mean=0.030227
features.1.0.weight: max=0.039499, mean=0.004945
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.098396, mean=0.033890
features.1.1.bias: max=0.096809, mean=0.033421
classifier.weight: max=0.131191, mean=0.046402
classifier.bias: max=0.060314, mean=0.034269

Epoch 207:
features.0.0.weight: max=0.258206, mean=0.062850
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.074649, mean=0.025155
features.0.1.bias: max=0.059681, mean=0.020104
features.1.0.weight: max=0.088717, mean=0.004513
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.049065, mean=0.015019
features.1.1.bias: max=0.035663, mean=0.013565
classifier.weight: max=0.114498, mean=0.033990
classifier.bias: max=0.053398, mean=0.024534

Epoch 208:
features.0.0.weight: max=0.378747, mean=0.055379
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.090189, mean=0.025510
features.0.1.bias: max=0.062773, mean=0.017154
features.1.0.weight: max=0.029518, mean=0.003190
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.040128, mean=0.015570
features.1.1.bias: max=0.042671, mean=0.016307
classifier.weight: max=0.129398, mean=0.028998
classifier.bias: max=0.062501, mean=0.021479

Epoch 209:
features.0.0.weight: max=0.489675, mean=0.059766
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.128355, mean=0.043536
features.0.1.bias: max=0.069065, mean=0.022668
features.1.0.weight: max=0.044702, mean=0.004806
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.039807, mean=0.014070
features.1.1.bias: max=0.044502, mean=0.013313
classifier.weight: max=0.096950, mean=0.028000
classifier.bias: max=0.052333, mean=0.021733

Epoch 210:
features.0.0.weight: max=0.481358, mean=0.069356
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.097501, mean=0.027220
features.0.1.bias: max=0.067102, mean=0.020477
features.1.0.weight: max=0.046274, mean=0.003468
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.039834, mean=0.012479
features.1.1.bias: max=0.033907, mean=0.011454
classifier.weight: max=0.063525, mean=0.021074
classifier.bias: max=0.034998, mean=0.015189

Epoch 211:
features.0.0.weight: max=0.771557, mean=0.137434
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.072638, mean=0.027276
features.0.1.bias: max=0.089135, mean=0.027465
features.1.0.weight: max=0.040185, mean=0.004466
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.087960, mean=0.034428
features.1.1.bias: max=0.089239, mean=0.036271
classifier.weight: max=0.146025, mean=0.038145
classifier.bias: max=0.086328, mean=0.032379

Epoch 212:
features.0.0.weight: max=0.399031, mean=0.062311
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.081005, mean=0.028552
features.0.1.bias: max=0.077863, mean=0.023784
features.1.0.weight: max=0.045233, mean=0.004603
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.055024, mean=0.017158
features.1.1.bias: max=0.050647, mean=0.018883
classifier.weight: max=0.106448, mean=0.040252
classifier.bias: max=0.054425, mean=0.032416

Epoch 213:
features.0.0.weight: max=0.425162, mean=0.083008
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.116944, mean=0.035971
features.0.1.bias: max=0.055556, mean=0.019551
features.1.0.weight: max=0.042779, mean=0.005055
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059399, mean=0.017498
features.1.1.bias: max=0.050593, mean=0.015753
classifier.weight: max=0.113790, mean=0.030903
classifier.bias: max=0.050006, mean=0.021653

Epoch 214:
features.0.0.weight: max=0.276239, mean=0.082205
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.051290, mean=0.022831
features.0.1.bias: max=0.061870, mean=0.017647
features.1.0.weight: max=0.030469, mean=0.003410
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045713, mean=0.014729
features.1.1.bias: max=0.046991, mean=0.013456
classifier.weight: max=0.088550, mean=0.026216
classifier.bias: max=0.052356, mean=0.019264

Epoch 215:
features.0.0.weight: max=0.336078, mean=0.056884
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.076662, mean=0.026626
features.0.1.bias: max=0.065991, mean=0.016813
features.1.0.weight: max=0.032441, mean=0.003731
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.058767, mean=0.018237
features.1.1.bias: max=0.055796, mean=0.018354
classifier.weight: max=0.105874, mean=0.034920
classifier.bias: max=0.064523, mean=0.025744

Epoch 216:
features.0.0.weight: max=0.441552, mean=0.087208
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.110901, mean=0.031469
features.0.1.bias: max=0.105174, mean=0.029282
features.1.0.weight: max=0.051065, mean=0.004551
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.079558, mean=0.028629
features.1.1.bias: max=0.079191, mean=0.029089
classifier.weight: max=0.128870, mean=0.037289
classifier.bias: max=0.082605, mean=0.027411

Epoch 217:
features.0.0.weight: max=0.335669, mean=0.076803
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.107039, mean=0.029023
features.0.1.bias: max=0.085608, mean=0.022895
features.1.0.weight: max=0.036210, mean=0.003864
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.035348, mean=0.013415
features.1.1.bias: max=0.042742, mean=0.014018
classifier.weight: max=0.096461, mean=0.027577
classifier.bias: max=0.042806, mean=0.020879

Epoch 218:
features.0.0.weight: max=0.510259, mean=0.063627
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.133864, mean=0.035960
features.0.1.bias: max=0.091889, mean=0.026718
features.1.0.weight: max=0.047713, mean=0.005930
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.057463, mean=0.020112
features.1.1.bias: max=0.056372, mean=0.019848
classifier.weight: max=0.116564, mean=0.042018
classifier.bias: max=0.062462, mean=0.030482

Epoch 219:
features.0.0.weight: max=0.750354, mean=0.094244
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.134069, mean=0.032083
features.0.1.bias: max=0.080939, mean=0.025948
features.1.0.weight: max=0.050836, mean=0.003922
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.064880, mean=0.020160
features.1.1.bias: max=0.060979, mean=0.020236
classifier.weight: max=0.088481, mean=0.028199
classifier.bias: max=0.037879, mean=0.021511

Epoch 220:
features.0.0.weight: max=0.433134, mean=0.057647
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.065044, mean=0.021704
features.0.1.bias: max=0.064777, mean=0.017730
features.1.0.weight: max=0.053067, mean=0.004013
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061589, mean=0.021907
features.1.1.bias: max=0.055587, mean=0.022361
classifier.weight: max=0.110051, mean=0.039292
classifier.bias: max=0.060111, mean=0.030378

Epoch 221:
features.0.0.weight: max=0.435124, mean=0.083800
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.124784, mean=0.039899
features.0.1.bias: max=0.090165, mean=0.033844
features.1.0.weight: max=0.049873, mean=0.004883
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.066038, mean=0.021665
features.1.1.bias: max=0.067404, mean=0.023812
classifier.weight: max=0.151454, mean=0.045866
classifier.bias: max=0.084484, mean=0.038304

Epoch 222:
features.0.0.weight: max=0.698413, mean=0.080885
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.143189, mean=0.040200
features.0.1.bias: max=0.076299, mean=0.023060
features.1.0.weight: max=0.042795, mean=0.005170
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.069224, mean=0.018983
features.1.1.bias: max=0.059694, mean=0.019730
classifier.weight: max=0.125638, mean=0.033584
classifier.bias: max=0.066045, mean=0.026499

Epoch 223:
features.0.0.weight: max=0.467425, mean=0.086496
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.089355, mean=0.029564
features.0.1.bias: max=0.072400, mean=0.026748
features.1.0.weight: max=0.039141, mean=0.004062
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.087798, mean=0.031424
features.1.1.bias: max=0.080010, mean=0.030570
classifier.weight: max=0.106393, mean=0.033708
classifier.bias: max=0.060946, mean=0.024910

Epoch 224:
features.0.0.weight: max=0.507916, mean=0.095643
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.145272, mean=0.048267
features.0.1.bias: max=0.086813, mean=0.030493
features.1.0.weight: max=0.039549, mean=0.005090
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.054944, mean=0.018720
features.1.1.bias: max=0.065004, mean=0.018322
classifier.weight: max=0.131286, mean=0.037754
classifier.bias: max=0.057952, mean=0.027693

Epoch 225:
features.0.0.weight: max=0.379586, mean=0.056495
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.140949, mean=0.038144
features.0.1.bias: max=0.063160, mean=0.024966
features.1.0.weight: max=0.050134, mean=0.004389
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.067020, mean=0.024698
features.1.1.bias: max=0.061814, mean=0.023580
classifier.weight: max=0.123504, mean=0.038193
classifier.bias: max=0.051930, mean=0.027775

Epoch 226:
features.0.0.weight: max=0.452465, mean=0.064595
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.075208, mean=0.024043
features.0.1.bias: max=0.045805, mean=0.016745
features.1.0.weight: max=0.027037, mean=0.003334
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042312, mean=0.012481
features.1.1.bias: max=0.040101, mean=0.012292
classifier.weight: max=0.106767, mean=0.019180
classifier.bias: max=0.033549, mean=0.013129

Epoch 227:
features.0.0.weight: max=0.657330, mean=0.077662
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.134786, mean=0.039041
features.0.1.bias: max=0.069375, mean=0.024526
features.1.0.weight: max=0.038268, mean=0.004399
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.056029, mean=0.020489
features.1.1.bias: max=0.051347, mean=0.018928
classifier.weight: max=0.113166, mean=0.028543
classifier.bias: max=0.042528, mean=0.021022

Epoch 228:
features.0.0.weight: max=0.378033, mean=0.079861
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.162206, mean=0.033165
features.0.1.bias: max=0.092911, mean=0.028992
features.1.0.weight: max=0.052534, mean=0.004655
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.111520, mean=0.035835
features.1.1.bias: max=0.103917, mean=0.034997
classifier.weight: max=0.163438, mean=0.056326
classifier.bias: max=0.087658, mean=0.045159

Epoch 229:
features.0.0.weight: max=0.407066, mean=0.061847
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.102473, mean=0.025416
features.0.1.bias: max=0.073522, mean=0.021120
features.1.0.weight: max=0.046245, mean=0.004201
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074888, mean=0.028214
features.1.1.bias: max=0.093316, mean=0.028537
classifier.weight: max=0.170094, mean=0.044344
classifier.bias: max=0.087219, mean=0.031469

Epoch 230:
features.0.0.weight: max=0.855846, mean=0.094190
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.095001, mean=0.030461
features.0.1.bias: max=0.071084, mean=0.022078
features.1.0.weight: max=0.030517, mean=0.004179
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045228, mean=0.015202
features.1.1.bias: max=0.046555, mean=0.015318
classifier.weight: max=0.097353, mean=0.029407
classifier.bias: max=0.045392, mean=0.021154

Epoch 231:
features.0.0.weight: max=0.659209, mean=0.072696
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.127102, mean=0.030366
features.0.1.bias: max=0.066721, mean=0.020237
features.1.0.weight: max=0.039159, mean=0.003954
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.033473, mean=0.012309
features.1.1.bias: max=0.034019, mean=0.012394
classifier.weight: max=0.086808, mean=0.020738
classifier.bias: max=0.047768, mean=0.014754

Epoch 232:
features.0.0.weight: max=0.482029, mean=0.060985
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.135101, mean=0.039329
features.0.1.bias: max=0.088670, mean=0.030636
features.1.0.weight: max=0.037898, mean=0.004246
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074550, mean=0.025088
features.1.1.bias: max=0.071012, mean=0.027200
classifier.weight: max=0.142696, mean=0.039947
classifier.bias: max=0.089634, mean=0.030772

Epoch 233:
features.0.0.weight: max=0.392646, mean=0.086570
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.128338, mean=0.033746
features.0.1.bias: max=0.073187, mean=0.025033
features.1.0.weight: max=0.069280, mean=0.004661
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074856, mean=0.022314
features.1.1.bias: max=0.068974, mean=0.022624
classifier.weight: max=0.123724, mean=0.036868
classifier.bias: max=0.065244, mean=0.028622

Epoch 234:
features.0.0.weight: max=0.472771, mean=0.073427
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.131173, mean=0.030456
features.0.1.bias: max=0.084357, mean=0.025496
features.1.0.weight: max=0.042398, mean=0.004129
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061426, mean=0.023064
features.1.1.bias: max=0.062383, mean=0.024184
classifier.weight: max=0.130111, mean=0.037124
classifier.bias: max=0.068765, mean=0.029082

Epoch 235:
features.0.0.weight: max=0.419835, mean=0.073203
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.086725, mean=0.026848
features.0.1.bias: max=0.069667, mean=0.023067
features.1.0.weight: max=0.028346, mean=0.004030
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.043526, mean=0.014369
features.1.1.bias: max=0.040210, mean=0.012986
classifier.weight: max=0.068562, mean=0.022171
classifier.bias: max=0.035879, mean=0.014449

Epoch 236:
features.0.0.weight: max=0.401146, mean=0.095270
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.147529, mean=0.024664
features.0.1.bias: max=0.120779, mean=0.026406
features.1.0.weight: max=0.036392, mean=0.004250
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.060077, mean=0.017298
features.1.1.bias: max=0.045985, mean=0.017661
classifier.weight: max=0.088407, mean=0.029272
classifier.bias: max=0.045714, mean=0.021954

Epoch 237:
features.0.0.weight: max=0.356773, mean=0.076523
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.171641, mean=0.041235
features.0.1.bias: max=0.104737, mean=0.029357
features.1.0.weight: max=0.038919, mean=0.004078
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061089, mean=0.024322
features.1.1.bias: max=0.052528, mean=0.024431
classifier.weight: max=0.127706, mean=0.041217
classifier.bias: max=0.053026, mean=0.033288

Epoch 238:
features.0.0.weight: max=0.288138, mean=0.066158
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.113958, mean=0.033655
features.0.1.bias: max=0.078357, mean=0.022566
features.1.0.weight: max=0.037703, mean=0.005562
