
Epoch 1:
features.0.0.weight: max=0.279751, mean=0.048286
features.2.1.bias: max=0.061111, mean=0.016047
features.3.0.weight: max=0.005022, mean=0.000353
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.025464, mean=0.009669
features.3.1.bias: max=0.021544, mean=0.008636
classifier.weight: max=0.075541, mean=0.017592
classifier.bias: max=0.054452, mean=0.018559

Epoch 110:
features.0.0.weight: max=0.227626, mean=0.046277
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.046855, mean=0.014654
features.0.1.bias: max=0.034715, mean=0.010331
features.1.0.weight: max=0.052665, mean=0.003617
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.051086, mean=0.013987
features.1.1.bias: max=0.041264, mean=0.011910
features.2.0.weight: max=0.022583, mean=0.001796
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.056194, mean=0.015195
features.2.1.bias: max=0.035447, mean=0.011066
features.3.0.weight: max=0.004138, mean=0.000286
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013427, mean=0.003796
features.3.1.bias: max=0.011989, mean=0.003304
classifier.weight: max=0.042069, mean=0.007821
classifier.bias: max=0.025355, mean=0.008334

Epoch 111:
features.0.0.weight: max=0.152949, mean=0.031195
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.057628, mean=0.011965
features.0.1.bias: max=0.046069, mean=0.010951
features.1.0.weight: max=0.034583, mean=0.003099
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045354, mean=0.012434
features.1.1.bias: max=0.027891, mean=0.009978
features.2.0.weight: max=0.021179, mean=0.001588
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.102198, mean=0.014594
features.2.1.bias: max=0.051666, mean=0.011347
features.3.0.weight: max=0.003108, mean=0.000247
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013124, mean=0.004145
features.3.1.bias: max=0.012246, mean=0.003830
classifier.weight: max=0.047393, mean=0.007715
classifier.bias: max=0.028745, mean=0.008571

Epoch 112:
features.0.0.weight: max=0.248692, mean=0.050415
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.048909, mean=0.010218
features.0.1.bias: max=0.032990, mean=0.011494
features.1.0.weight: max=0.039558, mean=0.003809
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.053191, mean=0.018979
features.1.1.bias: max=0.040788, mean=0.014585
features.2.0.weight: max=0.039073, mean=0.002192
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.078075, mean=0.020758
features.2.1.bias: max=0.069234, mean=0.015865
features.3.0.weight: max=0.004294, mean=0.000353
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.021721, mean=0.006725
features.3.1.bias: max=0.019397, mean=0.006256
classifier.weight: max=0.048409, mean=0.012350
classifier.bias: max=0.032032, mean=0.014453

Epoch 113:
features.0.0.weight: max=0.296375, mean=0.056340
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.043856, mean=0.010931
features.0.1.bias: max=0.028347, mean=0.009222
features.1.0.weight: max=0.024217, mean=0.003204
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.040743, mean=0.013132
features.1.1.bias: max=0.040277, mean=0.011280
features.2.0.weight: max=0.018034, mean=0.001713
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.081394, mean=0.015660
features.2.1.bias: max=0.050365, mean=0.011277
features.3.0.weight: max=0.003258, mean=0.000282
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.014446, mean=0.004845
features.3.1.bias: max=0.016031, mean=0.005128
classifier.weight: max=0.045245, mean=0.008354
classifier.bias: max=0.032457, mean=0.012618

Epoch 114:
features.0.0.weight: max=0.261890, mean=0.043275
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.103451, mean=0.020449
features.0.1.bias: max=0.050119, mean=0.014562
features.1.0.weight: max=0.038892, mean=0.004188
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062373, mean=0.020367
features.1.1.bias: max=0.059446, mean=0.014862
features.2.0.weight: max=0.029399, mean=0.002267
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.089412, mean=0.018194
features.2.1.bias: max=0.057035, mean=0.013193
features.3.0.weight: max=0.004144, mean=0.000341
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.024704, mean=0.006969
features.3.1.bias: max=0.022810, mean=0.006894
classifier.weight: max=0.074419, mean=0.012537
classifier.bias: max=0.047837, mean=0.015207

Epoch 115:
features.0.0.weight: max=0.214133, mean=0.032648
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.035584, mean=0.012045
features.0.1.bias: max=0.031964, mean=0.010887
features.1.0.weight: max=0.029238, mean=0.002942
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042812, mean=0.012008
features.1.1.bias: max=0.038117, mean=0.010078
features.2.0.weight: max=0.016591, mean=0.001556
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.056281, mean=0.014893
features.2.1.bias: max=0.047937, mean=0.011857
features.3.0.weight: max=0.002495, mean=0.000264
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.019369, mean=0.005855
features.3.1.bias: max=0.017731, mean=0.005849
classifier.weight: max=0.044252, mean=0.010932
classifier.bias: max=0.032428, mean=0.014287

Epoch 116:
features.0.0.weight: max=0.345428, mean=0.048405
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.040984, mean=0.013294
features.0.1.bias: max=0.032116, mean=0.011877
features.1.0.weight: max=0.033104, mean=0.003336
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.090293, mean=0.016139
features.1.1.bias: max=0.042246, mean=0.011209
features.2.0.weight: max=0.022249, mean=0.001675
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.069940, mean=0.015607
features.2.1.bias: max=0.043457, mean=0.011623
features.3.0.weight: max=0.003025, mean=0.000277
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.012668, mean=0.003657
features.3.1.bias: max=0.010973, mean=0.003201
classifier.weight: max=0.032025, mean=0.007909
classifier.bias: max=0.016815, mean=0.008558

Epoch 117:
features.0.0.weight: max=0.160479, mean=0.031341
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.038900, mean=0.009722
features.0.1.bias: max=0.033958, mean=0.008829
features.1.0.weight: max=0.023953, mean=0.002666
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074751, mean=0.011591
features.1.1.bias: max=0.037597, mean=0.008920
features.2.0.weight: max=0.017089, mean=0.001445
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.061120, mean=0.014417
features.2.1.bias: max=0.053343, mean=0.010939
features.3.0.weight: max=0.002732, mean=0.000235
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.011570, mean=0.003827
features.3.1.bias: max=0.010075, mean=0.003050
classifier.weight: max=0.033003, mean=0.007991
classifier.bias: max=0.014578, mean=0.007655

Epoch 118:
features.0.0.weight: max=0.229475, mean=0.048926
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.053089, mean=0.016870
features.0.1.bias: max=0.043039, mean=0.015889
features.1.0.weight: max=0.039919, mean=0.004157
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061508, mean=0.015974
features.1.1.bias: max=0.063380, mean=0.014081
features.2.0.weight: max=0.034861, mean=0.002246
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.097934, mean=0.017451
features.2.1.bias: max=0.062788, mean=0.013913
features.3.0.weight: max=0.004174, mean=0.000343
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.029988, mean=0.008440
features.3.1.bias: max=0.025175, mean=0.006830
classifier.weight: max=0.066388, mean=0.014815
classifier.bias: max=0.033966, mean=0.013981

Epoch 119:
features.0.0.weight: max=0.290474, mean=0.048405
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.038498, mean=0.013158
features.0.1.bias: max=0.054983, mean=0.013348
features.1.0.weight: max=0.039638, mean=0.004023
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.068884, mean=0.020186
features.1.1.bias: max=0.066266, mean=0.014609
features.2.0.weight: max=0.022344, mean=0.002181
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.078766, mean=0.019753
features.2.1.bias: max=0.073166, mean=0.015368
features.3.0.weight: max=0.005442, mean=0.000326
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.021257, mean=0.006563
features.3.1.bias: max=0.024222, mean=0.006712
classifier.weight: max=0.066823, mean=0.011123
classifier.bias: max=0.044345, mean=0.013610

Epoch 120:
features.0.0.weight: max=0.246398, mean=0.051230
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.117095, mean=0.017116
features.0.1.bias: max=0.092516, mean=0.014470
features.1.0.weight: max=0.043024, mean=0.003905
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.068999, mean=0.019738
features.1.1.bias: max=0.045147, mean=0.012638
features.2.0.weight: max=0.025161, mean=0.001974
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.083937, mean=0.017086
features.2.1.bias: max=0.065373, mean=0.013503
features.3.0.weight: max=0.003911, mean=0.000311
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.017572, mean=0.005220
features.3.1.bias: max=0.016779, mean=0.004991
classifier.weight: max=0.043288, mean=0.010026
classifier.bias: max=0.019299, mean=0.011750

Epoch 121:
features.0.0.weight: max=0.172411, mean=0.030773
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.055748, mean=0.012764
features.0.1.bias: max=0.047526, mean=0.011149
features.1.0.weight: max=0.035126, mean=0.003426
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.057296, mean=0.016799
features.1.1.bias: max=0.047212, mean=0.011620
features.2.0.weight: max=0.024198, mean=0.002078
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.067959, mean=0.018067
features.2.1.bias: max=0.052493, mean=0.013958
features.3.0.weight: max=0.003307, mean=0.000322
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.014269, mean=0.004910
features.3.1.bias: max=0.013751, mean=0.004537
classifier.weight: max=0.031036, mean=0.008626
classifier.bias: max=0.019406, mean=0.008992

Epoch 122:
features.0.0.weight: max=0.438071, mean=0.079369
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.026024, mean=0.008577
features.0.1.bias: max=0.038177, mean=0.012186
features.1.0.weight: max=0.032675, mean=0.003590
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061801, mean=0.015298
features.1.1.bias: max=0.039331, mean=0.012590
features.2.0.weight: max=0.019489, mean=0.001920
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.068201, mean=0.017842
features.2.1.bias: max=0.060012, mean=0.014083
features.3.0.weight: max=0.002929, mean=0.000282
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.018362, mean=0.005366
features.3.1.bias: max=0.017466, mean=0.005532
classifier.weight: max=0.043967, mean=0.011045
classifier.bias: max=0.036932, mean=0.015382

Epoch 123:
features.0.0.weight: max=0.235599, mean=0.051160
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.035733, mean=0.013512
features.0.1.bias: max=0.044552, mean=0.011351
features.1.0.weight: max=0.042402, mean=0.003870
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.071278, mean=0.016311
features.1.1.bias: max=0.041133, mean=0.012002
features.2.0.weight: max=0.022803, mean=0.002064
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.096913, mean=0.018640
features.2.1.bias: max=0.088660, mean=0.014168
features.3.0.weight: max=0.005335, mean=0.000324
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.018519, mean=0.005903
features.3.1.bias: max=0.015153, mean=0.004841
classifier.weight: max=0.058410, mean=0.011165
classifier.bias: max=0.034177, mean=0.011122

Epoch 124:
features.0.0.weight: max=0.259618, mean=0.038121
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.037921, mean=0.012271
features.0.1.bias: max=0.038023, mean=0.011050
features.1.0.weight: max=0.027173, mean=0.003453
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.108371, mean=0.016378
features.1.1.bias: max=0.054185, mean=0.011482
features.2.0.weight: max=0.023920, mean=0.001801
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.087489, mean=0.016661
features.2.1.bias: max=0.052151, mean=0.012072
features.3.0.weight: max=0.003807, mean=0.000302
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020472, mean=0.006767
features.3.1.bias: max=0.019804, mean=0.006399
classifier.weight: max=0.043276, mean=0.013412
classifier.bias: max=0.026301, mean=0.014883

Epoch 125:
features.0.0.weight: max=0.320182, mean=0.051493
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.034606, mean=0.010518
features.0.1.bias: max=0.039824, mean=0.009244
features.1.0.weight: max=0.035178, mean=0.003331
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.049478, mean=0.017151
features.1.1.bias: max=0.039502, mean=0.012111
features.2.0.weight: max=0.028366, mean=0.001633
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.049944, mean=0.012048
features.2.1.bias: max=0.038729, mean=0.009747
features.3.0.weight: max=0.002247, mean=0.000261
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.017621, mean=0.005989
features.3.1.bias: max=0.017569, mean=0.005966
classifier.weight: max=0.041197, mean=0.011906
classifier.bias: max=0.032346, mean=0.014003

Epoch 126:
features.0.0.weight: max=0.146118, mean=0.026030
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.018991, mean=0.008069
features.0.1.bias: max=0.021269, mean=0.007111
features.1.0.weight: max=0.034815, mean=0.002689
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.054150, mean=0.012749
features.1.1.bias: max=0.032475, mean=0.008880
features.2.0.weight: max=0.018069, mean=0.001418
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.050281, mean=0.014581
features.2.1.bias: max=0.042126, mean=0.011511
features.3.0.weight: max=0.003038, mean=0.000228
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020928, mean=0.005092
features.3.1.bias: max=0.017240, mean=0.004659
classifier.weight: max=0.038899, mean=0.009469
classifier.bias: max=0.027369, mean=0.009397

Epoch 127:
features.0.0.weight: max=0.358551, mean=0.034833
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.037120, mean=0.007683
features.0.1.bias: max=0.026517, mean=0.008581
features.1.0.weight: max=0.023898, mean=0.002338
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045935, mean=0.010120
features.1.1.bias: max=0.029185, mean=0.006731
features.2.0.weight: max=0.019700, mean=0.001329
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.062511, mean=0.013154
features.2.1.bias: max=0.054460, mean=0.010530
features.3.0.weight: max=0.002490, mean=0.000230
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.019626, mean=0.005396
features.3.1.bias: max=0.017482, mean=0.005251
classifier.weight: max=0.046670, mean=0.009449
classifier.bias: max=0.033549, mean=0.010617

Epoch 128:
features.0.0.weight: max=0.282165, mean=0.053827
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.075716, mean=0.020373
features.0.1.bias: max=0.039613, mean=0.012814
features.1.0.weight: max=0.048818, mean=0.004264
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.092093, mean=0.021390
features.1.1.bias: max=0.046377, mean=0.016212
features.2.0.weight: max=0.045629, mean=0.002339
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.064618, mean=0.022141
features.2.1.bias: max=0.054072, mean=0.016288
features.3.0.weight: max=0.004442, mean=0.000361
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.032220, mean=0.009178
features.3.1.bias: max=0.027856, mean=0.008543
classifier.weight: max=0.056942, mean=0.018631
classifier.bias: max=0.039184, mean=0.021192

Epoch 129:
features.0.0.weight: max=0.243068, mean=0.052190
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.041254, mean=0.013275
features.0.1.bias: max=0.038988, mean=0.012565
features.1.0.weight: max=0.050030, mean=0.003899
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062753, mean=0.019658
features.1.1.bias: max=0.043239, mean=0.014895
features.2.0.weight: max=0.017482, mean=0.002074
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.066688, mean=0.018335
features.2.1.bias: max=0.041964, mean=0.014022
features.3.0.weight: max=0.003368, mean=0.000332
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022898, mean=0.006447
features.3.1.bias: max=0.020271, mean=0.005820
classifier.weight: max=0.059465, mean=0.012141
classifier.bias: max=0.043452, mean=0.013841

Epoch 130:
features.0.0.weight: max=0.240755, mean=0.039928
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.060601, mean=0.014846
features.0.1.bias: max=0.054431, mean=0.013410
features.1.0.weight: max=0.032150, mean=0.003680
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.041734, mean=0.012687
features.1.1.bias: max=0.043498, mean=0.013423
features.2.0.weight: max=0.021402, mean=0.001816
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.096503, mean=0.019070
features.2.1.bias: max=0.069460, mean=0.014150
features.3.0.weight: max=0.003705, mean=0.000306
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.019251, mean=0.006137
features.3.1.bias: max=0.016366, mean=0.005929
classifier.weight: max=0.059316, mean=0.011213
classifier.bias: max=0.035082, mean=0.013176

Epoch 131:
features.0.0.weight: max=0.366165, mean=0.048548
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.051708, mean=0.014734
features.0.1.bias: max=0.045038, mean=0.013656
features.1.0.weight: max=0.042877, mean=0.004285
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.048931, mean=0.018971
features.1.1.bias: max=0.041637, mean=0.013569
features.2.0.weight: max=0.029533, mean=0.002272
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.111222, mean=0.020698
features.2.1.bias: max=0.072165, mean=0.015435
features.3.0.weight: max=0.003582, mean=0.000357
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.026498, mean=0.007670
features.3.1.bias: max=0.028226, mean=0.007233
classifier.weight: max=0.060608, mean=0.015846
classifier.bias: max=0.035772, mean=0.018054

Epoch 132:
features.0.0.weight: max=0.324198, mean=0.071919
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.065480, mean=0.013223
features.0.1.bias: max=0.057086, mean=0.011863
features.1.0.weight: max=0.030463, mean=0.003708
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.082293, mean=0.016325
features.1.1.bias: max=0.041542, mean=0.014647
features.2.0.weight: max=0.051219, mean=0.001985
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.088975, mean=0.017609
features.2.1.bias: max=0.064371, mean=0.012673
features.3.0.weight: max=0.007560, mean=0.000309
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020047, mean=0.006793
features.3.1.bias: max=0.020434, mean=0.006400
classifier.weight: max=0.048790, mean=0.012082
classifier.bias: max=0.041235, mean=0.014502

Epoch 133:
features.0.0.weight: max=0.281753, mean=0.046953
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.037148, mean=0.008837
features.0.1.bias: max=0.037784, mean=0.011018
features.1.0.weight: max=0.028571, mean=0.003279
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059374, mean=0.015848
features.1.1.bias: max=0.049489, mean=0.012742
features.2.0.weight: max=0.021510, mean=0.001784
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.079965, mean=0.017566
features.2.1.bias: max=0.057535, mean=0.013450
features.3.0.weight: max=0.003246, mean=0.000281
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.019036, mean=0.005656
features.3.1.bias: max=0.017897, mean=0.005296
classifier.weight: max=0.071314, mean=0.011287
classifier.bias: max=0.041278, mean=0.011602

Epoch 134:
features.0.0.weight: max=0.214880, mean=0.037739
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.030782, mean=0.010445
features.0.1.bias: max=0.022208, mean=0.009140
features.1.0.weight: max=0.055746, mean=0.003017
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.051358, mean=0.012060
features.1.1.bias: max=0.035776, mean=0.009788
features.2.0.weight: max=0.022982, mean=0.001627
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.057046, mean=0.016634
features.2.1.bias: max=0.046441, mean=0.012377
features.3.0.weight: max=0.002857, mean=0.000251
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.009746, mean=0.002920
features.3.1.bias: max=0.009789, mean=0.002639
classifier.weight: max=0.029976, mean=0.006185
classifier.bias: max=0.013168, mean=0.007193

Epoch 135:
features.0.0.weight: max=0.265719, mean=0.063312
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.088440, mean=0.018400
features.0.1.bias: max=0.061068, mean=0.014398
features.1.0.weight: max=0.044095, mean=0.004240
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.065676, mean=0.019189
features.1.1.bias: max=0.053477, mean=0.014622
features.2.0.weight: max=0.033117, mean=0.002165
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.083963, mean=0.020798
features.2.1.bias: max=0.091784, mean=0.015773
features.3.0.weight: max=0.005556, mean=0.000361
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.023113, mean=0.006943
features.3.1.bias: max=0.021373, mean=0.006577
classifier.weight: max=0.061737, mean=0.015779
classifier.bias: max=0.039124, mean=0.019734

Epoch 136:
features.0.0.weight: max=0.254330, mean=0.042695
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.048318, mean=0.010627
features.0.1.bias: max=0.024081, mean=0.008606
features.1.0.weight: max=0.027956, mean=0.003102
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.048691, mean=0.015021
features.1.1.bias: max=0.042912, mean=0.011902
features.2.0.weight: max=0.017457, mean=0.001659
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.056946, mean=0.015276
features.2.1.bias: max=0.044709, mean=0.011432
features.3.0.weight: max=0.002935, mean=0.000285
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.024165, mean=0.007047
features.3.1.bias: max=0.020902, mean=0.006440
classifier.weight: max=0.052869, mean=0.014840
classifier.bias: max=0.029463, mean=0.017095

Epoch 137:
features.0.0.weight: max=0.355911, mean=0.057325
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.060711, mean=0.012946
features.0.1.bias: max=0.054284, mean=0.010687
features.1.0.weight: max=0.046177, mean=0.003610
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.050383, mean=0.015355
features.1.1.bias: max=0.032808, mean=0.011448
features.2.0.weight: max=0.030050, mean=0.001901
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.114868, mean=0.019926
features.2.1.bias: max=0.073825, mean=0.015353
features.3.0.weight: max=0.004862, mean=0.000326
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.027731, mean=0.008203
features.3.1.bias: max=0.020721, mean=0.007692
classifier.weight: max=0.064163, mean=0.015750
classifier.bias: max=0.045997, mean=0.017258

Epoch 138:
features.0.0.weight: max=0.351754, mean=0.056045
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.042905, mean=0.015486
features.0.1.bias: max=0.037585, mean=0.015379
features.1.0.weight: max=0.036750, mean=0.004300
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059324, mean=0.016970
features.1.1.bias: max=0.035657, mean=0.012293
features.2.0.weight: max=0.048650, mean=0.002103
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.068178, mean=0.019502
features.2.1.bias: max=0.049809, mean=0.014831
features.3.0.weight: max=0.004694, mean=0.000335
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022587, mean=0.006474
features.3.1.bias: max=0.021053, mean=0.005912
classifier.weight: max=0.043154, mean=0.012961
classifier.bias: max=0.027953, mean=0.013918

Epoch 139:
features.0.0.weight: max=0.254887, mean=0.039989
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.073663, mean=0.011340
features.0.1.bias: max=0.077417, mean=0.012032
features.1.0.weight: max=0.028713, mean=0.002988
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.035572, mean=0.013185
features.1.1.bias: max=0.030436, mean=0.010352
features.2.0.weight: max=0.021467, mean=0.001556
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.059693, mean=0.013310
features.2.1.bias: max=0.051362, mean=0.010036
features.3.0.weight: max=0.002860, mean=0.000256
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020764, mean=0.005880
features.3.1.bias: max=0.015484, mean=0.005358
classifier.weight: max=0.034029, mean=0.011136
classifier.bias: max=0.023437, mean=0.012769

Epoch 140:
features.0.0.weight: max=0.408987, mean=0.076597
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.084048, mean=0.017456
features.0.1.bias: max=0.063232, mean=0.012958
features.1.0.weight: max=0.047112, mean=0.005012
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.095111, mean=0.020553
features.1.1.bias: max=0.066941, mean=0.016337
features.2.0.weight: max=0.034210, mean=0.002536
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.103677, mean=0.021496
features.2.1.bias: max=0.091624, mean=0.016038
features.3.0.weight: max=0.005357, mean=0.000385
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.021873, mean=0.006746
features.3.1.bias: max=0.017559, mean=0.005879
classifier.weight: max=0.052264, mean=0.013752
classifier.bias: max=0.032521, mean=0.013724

Epoch 141:
features.0.0.weight: max=0.405144, mean=0.051033
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.058222, mean=0.015090
features.0.1.bias: max=0.039288, mean=0.012801
features.1.0.weight: max=0.033189, mean=0.003668
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045630, mean=0.013271
features.1.1.bias: max=0.045391, mean=0.011617
features.2.0.weight: max=0.025093, mean=0.001761
features.2.0.bias: max=0.000000, mean=0.000000
