
Epoch 1:
features.0.0.weight: max=0.072100, mean=0.012131
features.5.0.weight: max=0.001786, mean=0.000058
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.005685, mean=0.000977
features.5.1.bias: max=0.006944, mean=0.000968
classifier.weight: max=0.017937, mean=0.001750
classifier.bias: max=0.007713, mean=0.002825

Epoch 150:
features.0.0.weight: max=0.119301, mean=0.013172
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.012446, mean=0.004125
features.0.1.bias: max=0.013331, mean=0.004811
features.1.0.weight: max=0.021632, mean=0.001298
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.026837, mean=0.005895
features.1.1.bias: max=0.014781, mean=0.004556
features.2.0.weight: max=0.012772, mean=0.000606
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.023281, mean=0.004389
features.2.1.bias: max=0.024258, mean=0.004202
features.3.0.weight: max=0.005604, mean=0.000285
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.012950, mean=0.003224
features.3.1.bias: max=0.016979, mean=0.002347
features.4.0.weight: max=0.003066, mean=0.000132
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.020451, mean=0.003268
features.4.1.bias: max=0.020041, mean=0.002501
features.5.0.weight: max=0.001303, mean=0.000069
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006991, mean=0.001795
features.5.1.bias: max=0.005990, mean=0.001876
classifier.weight: max=0.026923, mean=0.003356
classifier.bias: max=0.011010, mean=0.004685

Epoch 151:
features.0.0.weight: max=0.058981, mean=0.012949
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.008719, mean=0.002911
features.0.1.bias: max=0.010038, mean=0.003002
features.1.0.weight: max=0.009004, mean=0.000832
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.012235, mean=0.003598
features.1.1.bias: max=0.008362, mean=0.002447
features.2.0.weight: max=0.006280, mean=0.000485
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.016601, mean=0.003130
features.2.1.bias: max=0.015086, mean=0.002587
features.3.0.weight: max=0.005903, mean=0.000216
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013586, mean=0.002438
features.3.1.bias: max=0.012202, mean=0.001632
features.4.0.weight: max=0.002022, mean=0.000093
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.009871, mean=0.001989
features.4.1.bias: max=0.005686, mean=0.001470
features.5.0.weight: max=0.000698, mean=0.000040
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.003135, mean=0.000763
features.5.1.bias: max=0.001970, mean=0.000675
classifier.weight: max=0.011594, mean=0.001276
classifier.bias: max=0.004659, mean=0.001245

Epoch 152:
features.0.0.weight: max=0.161388, mean=0.022447
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.030636, mean=0.007306
features.0.1.bias: max=0.026173, mean=0.008278
features.1.0.weight: max=0.021148, mean=0.002000
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.033792, mean=0.008738
features.1.1.bias: max=0.025909, mean=0.007228
features.2.0.weight: max=0.013106, mean=0.000991
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.040740, mean=0.006497
features.2.1.bias: max=0.050221, mean=0.006547
features.3.0.weight: max=0.007456, mean=0.000472
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.025325, mean=0.005122
features.3.1.bias: max=0.021047, mean=0.003620
features.4.0.weight: max=0.005440, mean=0.000221
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.026217, mean=0.004635
features.4.1.bias: max=0.016290, mean=0.003327
features.5.0.weight: max=0.001540, mean=0.000102
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.012799, mean=0.003068
features.5.1.bias: max=0.012096, mean=0.003417
classifier.weight: max=0.044564, mean=0.005591
classifier.bias: max=0.029236, mean=0.007865

Epoch 153:
features.0.0.weight: max=0.073894, mean=0.015030
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.012892, mean=0.004306
features.0.1.bias: max=0.014969, mean=0.004776
features.1.0.weight: max=0.010464, mean=0.001103
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.018059, mean=0.004908
features.1.1.bias: max=0.014972, mean=0.003701
features.2.0.weight: max=0.005654, mean=0.000587
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.017590, mean=0.003538
features.2.1.bias: max=0.017118, mean=0.003604
features.3.0.weight: max=0.004886, mean=0.000273
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.026066, mean=0.003086
features.3.1.bias: max=0.014084, mean=0.002327
features.4.0.weight: max=0.003788, mean=0.000116
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.022494, mean=0.002873
features.4.1.bias: max=0.014645, mean=0.002047
features.5.0.weight: max=0.001206, mean=0.000052
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.004793, mean=0.001331
features.5.1.bias: max=0.003437, mean=0.001244
classifier.weight: max=0.017149, mean=0.002015
classifier.bias: max=0.007411, mean=0.002201

Epoch 154:
features.0.0.weight: max=0.301472, mean=0.064747
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.102319, mean=0.018887
features.0.1.bias: max=0.051744, mean=0.015067
features.1.0.weight: max=0.044147, mean=0.003815
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062055, mean=0.015468
features.1.1.bias: max=0.034194, mean=0.010856
features.2.0.weight: max=0.025779, mean=0.001743
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.055159, mean=0.011681
features.2.1.bias: max=0.041135, mean=0.009994
features.3.0.weight: max=0.021003, mean=0.000803
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.040143, mean=0.009404
features.3.1.bias: max=0.026504, mean=0.006041
features.4.0.weight: max=0.008746, mean=0.000347
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.042711, mean=0.007854
features.4.1.bias: max=0.022884, mean=0.005141
features.5.0.weight: max=0.003048, mean=0.000151
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.014898, mean=0.003339
features.5.1.bias: max=0.010589, mean=0.002985
classifier.weight: max=0.053050, mean=0.006784
classifier.bias: max=0.019678, mean=0.007388

Epoch 155:
features.0.0.weight: max=0.150142, mean=0.019980
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.039795, mean=0.011140
features.0.1.bias: max=0.023549, mean=0.007334
features.1.0.weight: max=0.032859, mean=0.002443
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.034360, mean=0.011987
features.1.1.bias: max=0.026733, mean=0.006313
features.2.0.weight: max=0.021306, mean=0.001145
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.045582, mean=0.007764
features.2.1.bias: max=0.021574, mean=0.005795
features.3.0.weight: max=0.014739, mean=0.000489
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.029006, mean=0.005723
features.3.1.bias: max=0.020498, mean=0.003512
features.4.0.weight: max=0.006730, mean=0.000231
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.036722, mean=0.005619
features.4.1.bias: max=0.020059, mean=0.003455
features.5.0.weight: max=0.003169, mean=0.000114
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.011584, mean=0.003053
features.5.1.bias: max=0.007809, mean=0.002462
classifier.weight: max=0.044383, mean=0.003923
classifier.bias: max=0.016540, mean=0.003560

Epoch 156:
features.0.0.weight: max=0.137662, mean=0.018957
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.023432, mean=0.005902
features.0.1.bias: max=0.013794, mean=0.005733
features.1.0.weight: max=0.017659, mean=0.001523
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.017879, mean=0.006040
features.1.1.bias: max=0.012475, mean=0.004501
features.2.0.weight: max=0.011749, mean=0.000735
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.019907, mean=0.004945
features.2.1.bias: max=0.016722, mean=0.004372
features.3.0.weight: max=0.008751, mean=0.000355
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022051, mean=0.003563
features.3.1.bias: max=0.020494, mean=0.002485
features.4.0.weight: max=0.005793, mean=0.000150
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.031762, mean=0.003124
features.4.1.bias: max=0.027689, mean=0.002398
features.5.0.weight: max=0.001817, mean=0.000062
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006651, mean=0.001624
features.5.1.bias: max=0.006692, mean=0.001807
classifier.weight: max=0.021533, mean=0.002329
classifier.bias: max=0.012757, mean=0.002890

Epoch 157:
features.0.0.weight: max=0.066034, mean=0.009590
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.007642, mean=0.003257
features.0.1.bias: max=0.009051, mean=0.003576
features.1.0.weight: max=0.012727, mean=0.000994
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.013259, mean=0.003637
features.1.1.bias: max=0.007147, mean=0.002513
features.2.0.weight: max=0.007159, mean=0.000502
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.025063, mean=0.002849
features.2.1.bias: max=0.011833, mean=0.002627
features.3.0.weight: max=0.004374, mean=0.000225
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.009550, mean=0.002463
features.3.1.bias: max=0.007020, mean=0.001669
features.4.0.weight: max=0.002540, mean=0.000096
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.011581, mean=0.002180
features.4.1.bias: max=0.008207, mean=0.001540
features.5.0.weight: max=0.000867, mean=0.000045
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006377, mean=0.001582
features.5.1.bias: max=0.005506, mean=0.001543
classifier.weight: max=0.027012, mean=0.002440
classifier.bias: max=0.014473, mean=0.002909

Epoch 158:
features.0.0.weight: max=0.035212, mean=0.005693
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.005820, mean=0.001591
features.0.1.bias: max=0.006143, mean=0.001542
features.1.0.weight: max=0.006416, mean=0.000500
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.009837, mean=0.002100
features.1.1.bias: max=0.005765, mean=0.001899
features.2.0.weight: max=0.003824, mean=0.000257
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.005962, mean=0.001703
features.2.1.bias: max=0.004587, mean=0.001511
features.3.0.weight: max=0.002609, mean=0.000125
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.006478, mean=0.001452
features.3.1.bias: max=0.003972, mean=0.000958
features.4.0.weight: max=0.001234, mean=0.000061
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.008349, mean=0.001292
features.4.1.bias: max=0.004858, mean=0.000862
features.5.0.weight: max=0.000599, mean=0.000030
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.002879, mean=0.000704
features.5.1.bias: max=0.002076, mean=0.000650
classifier.weight: max=0.010644, mean=0.001358
classifier.bias: max=0.005741, mean=0.001481

Epoch 159:
features.0.0.weight: max=0.149259, mean=0.031050
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.046083, mean=0.009405
features.0.1.bias: max=0.039115, mean=0.008352
features.1.0.weight: max=0.020615, mean=0.002060
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.024556, mean=0.008681
features.1.1.bias: max=0.023333, mean=0.006043
features.2.0.weight: max=0.009493, mean=0.001030
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.023176, mean=0.006029
features.2.1.bias: max=0.023570, mean=0.005930
features.3.0.weight: max=0.006600, mean=0.000473
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.024574, mean=0.004955
features.3.1.bias: max=0.014887, mean=0.003242
features.4.0.weight: max=0.005959, mean=0.000220
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.033083, mean=0.004981
features.4.1.bias: max=0.017696, mean=0.003550
features.5.0.weight: max=0.002141, mean=0.000103
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.008809, mean=0.002933
features.5.1.bias: max=0.008521, mean=0.002748
classifier.weight: max=0.044461, mean=0.005651
classifier.bias: max=0.022131, mean=0.006745

Epoch 160:
features.0.0.weight: max=0.016440, mean=0.002054
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.002663, mean=0.000854
features.0.1.bias: max=0.002856, mean=0.000866
features.1.0.weight: max=0.002878, mean=0.000205
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.003109, mean=0.000982
features.1.1.bias: max=0.002110, mean=0.000681
features.2.0.weight: max=0.001971, mean=0.000116
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.002527, mean=0.000702
features.2.1.bias: max=0.001822, mean=0.000557
features.3.0.weight: max=0.001018, mean=0.000051
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.002826, mean=0.000607
features.3.1.bias: max=0.002349, mean=0.000379
features.4.0.weight: max=0.000807, mean=0.000023
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.005617, mean=0.000462
features.4.1.bias: max=0.004174, mean=0.000323
features.5.0.weight: max=0.000181, mean=0.000010
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.000832, mean=0.000220
features.5.1.bias: max=0.000724, mean=0.000207
classifier.weight: max=0.003151, mean=0.000426
classifier.bias: max=0.001447, mean=0.000481

Epoch 161:
features.0.0.weight: max=0.266638, mean=0.041189
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.025948, mean=0.007741
features.0.1.bias: max=0.022758, mean=0.010379
features.1.0.weight: max=0.026022, mean=0.002409
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.047549, mean=0.011267
features.1.1.bias: max=0.030666, mean=0.007939
features.2.0.weight: max=0.016030, mean=0.001112
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.028678, mean=0.007806
features.2.1.bias: max=0.033407, mean=0.006838
features.3.0.weight: max=0.007663, mean=0.000494
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020948, mean=0.005311
features.3.1.bias: max=0.013733, mean=0.003648
features.4.0.weight: max=0.003848, mean=0.000231
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.027809, mean=0.004704
features.4.1.bias: max=0.017420, mean=0.003367
features.5.0.weight: max=0.001502, mean=0.000108
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.013932, mean=0.003587
features.5.1.bias: max=0.011955, mean=0.003559
classifier.weight: max=0.042402, mean=0.006726
classifier.bias: max=0.026085, mean=0.008562

Epoch 162:
features.0.0.weight: max=0.033241, mean=0.006639
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.006245, mean=0.001737
features.0.1.bias: max=0.006251, mean=0.002100
features.1.0.weight: max=0.004243, mean=0.000438
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.006841, mean=0.001530
features.1.1.bias: max=0.004456, mean=0.001356
features.2.0.weight: max=0.002917, mean=0.000215
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.008480, mean=0.001529
features.2.1.bias: max=0.006554, mean=0.001324
features.3.0.weight: max=0.001939, mean=0.000105
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.005677, mean=0.001198
features.3.1.bias: max=0.003713, mean=0.000721
features.4.0.weight: max=0.001277, mean=0.000052
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.004678, mean=0.001109
features.4.1.bias: max=0.003408, mean=0.000780
features.5.0.weight: max=0.000482, mean=0.000024
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.001462, mean=0.000419
features.5.1.bias: max=0.001317, mean=0.000400
classifier.weight: max=0.006208, mean=0.000729
classifier.bias: max=0.002701, mean=0.000886

Epoch 163:
features.0.0.weight: max=0.104848, mean=0.023155
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.016247, mean=0.005335
features.0.1.bias: max=0.013528, mean=0.005069
features.1.0.weight: max=0.021329, mean=0.001561
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.015373, mean=0.006105
features.1.1.bias: max=0.015449, mean=0.005163
features.2.0.weight: max=0.007727, mean=0.000768
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.020763, mean=0.004950
features.2.1.bias: max=0.021254, mean=0.004447
features.3.0.weight: max=0.006772, mean=0.000380
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.023370, mean=0.005035
features.3.1.bias: max=0.016562, mean=0.003174
features.4.0.weight: max=0.005062, mean=0.000196
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.023926, mean=0.004421
features.4.1.bias: max=0.013344, mean=0.002757
features.5.0.weight: max=0.002541, mean=0.000092
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.009590, mean=0.002639
features.5.1.bias: max=0.010316, mean=0.002777
classifier.weight: max=0.035714, mean=0.004393
classifier.bias: max=0.022159, mean=0.005858

Epoch 164:
features.0.0.weight: max=0.024233, mean=0.002717
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.001871, mean=0.000777
features.0.1.bias: max=0.002922, mean=0.000772
features.1.0.weight: max=0.003427, mean=0.000300
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.005766, mean=0.001220
features.1.1.bias: max=0.004669, mean=0.000952
features.2.0.weight: max=0.002294, mean=0.000163
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.005289, mean=0.001092
features.2.1.bias: max=0.003888, mean=0.000968
features.3.0.weight: max=0.001826, mean=0.000079
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.004852, mean=0.000848
features.3.1.bias: max=0.002875, mean=0.000526
features.4.0.weight: max=0.000890, mean=0.000035
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.003583, mean=0.000695
features.4.1.bias: max=0.002172, mean=0.000463
features.5.0.weight: max=0.000316, mean=0.000016
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.001806, mean=0.000513
features.5.1.bias: max=0.001584, mean=0.000490
classifier.weight: max=0.007500, mean=0.000932
classifier.bias: max=0.004246, mean=0.001045

Epoch 165:
features.0.0.weight: max=0.073825, mean=0.013712
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.016177, mean=0.005817
features.0.1.bias: max=0.024080, mean=0.006769
features.1.0.weight: max=0.014203, mean=0.001487
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.017049, mean=0.006445
features.1.1.bias: max=0.013087, mean=0.004852
features.2.0.weight: max=0.008770, mean=0.000727
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.019560, mean=0.004945
features.2.1.bias: max=0.014542, mean=0.003993
features.3.0.weight: max=0.006240, mean=0.000340
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022075, mean=0.004170
features.3.1.bias: max=0.009035, mean=0.002485
features.4.0.weight: max=0.004283, mean=0.000159
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.019939, mean=0.003238
features.4.1.bias: max=0.011131, mean=0.002174
features.5.0.weight: max=0.003538, mean=0.000075
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.007258, mean=0.002109
features.5.1.bias: max=0.006172, mean=0.001815
classifier.weight: max=0.033164, mean=0.003578
classifier.bias: max=0.012918, mean=0.003498

Epoch 166:
features.0.0.weight: max=0.137484, mean=0.024131
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.034775, mean=0.006577
features.0.1.bias: max=0.021784, mean=0.007314
features.1.0.weight: max=0.016639, mean=0.001299
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.018277, mean=0.006594
features.1.1.bias: max=0.021174, mean=0.006448
features.2.0.weight: max=0.010784, mean=0.000728
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.020169, mean=0.005199
features.2.1.bias: max=0.019836, mean=0.005184
features.3.0.weight: max=0.006775, mean=0.000353
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.028118, mean=0.004755
features.3.1.bias: max=0.022339, mean=0.003022
features.4.0.weight: max=0.006403, mean=0.000182
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.023748, mean=0.004049
features.4.1.bias: max=0.018223, mean=0.002797
features.5.0.weight: max=0.002751, mean=0.000080
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.008575, mean=0.001622
features.5.1.bias: max=0.009145, mean=0.001733
classifier.weight: max=0.027748, mean=0.003186
classifier.bias: max=0.016460, mean=0.004250

Epoch 167:
features.0.0.weight: max=0.085238, mean=0.012573
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.018282, mean=0.005081
features.0.1.bias: max=0.012301, mean=0.004158
features.1.0.weight: max=0.015777, mean=0.001533
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.021530, mean=0.006762
features.1.1.bias: max=0.017821, mean=0.005581
features.2.0.weight: max=0.006815, mean=0.000638
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.015411, mean=0.003878
features.2.1.bias: max=0.013922, mean=0.003808
features.3.0.weight: max=0.006098, mean=0.000295
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.015003, mean=0.003578
features.3.1.bias: max=0.011469, mean=0.002477
features.4.0.weight: max=0.003452, mean=0.000128
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.015921, mean=0.002740
features.4.1.bias: max=0.011168, mean=0.001966
features.5.0.weight: max=0.001801, mean=0.000061
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006063, mean=0.001820
features.5.1.bias: max=0.004968, mean=0.001703
classifier.weight: max=0.026097, mean=0.002959
classifier.bias: max=0.011823, mean=0.003024

Epoch 168:
features.0.0.weight: max=0.022678, mean=0.004792
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.009535, mean=0.002550
features.0.1.bias: max=0.011714, mean=0.002998
features.1.0.weight: max=0.004608, mean=0.000514
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.007451, mean=0.002053
features.1.1.bias: max=0.009681, mean=0.002140
features.2.0.weight: max=0.002237, mean=0.000272
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.010096, mean=0.001941
features.2.1.bias: max=0.009671, mean=0.002191
features.3.0.weight: max=0.001981, mean=0.000125
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.006979, mean=0.001677
features.3.1.bias: max=0.005119, mean=0.001162
features.4.0.weight: max=0.001284, mean=0.000069
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.006182, mean=0.001572
features.4.1.bias: max=0.005030, mean=0.001155
features.5.0.weight: max=0.000653, mean=0.000032
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.002393, mean=0.000773
features.5.1.bias: max=0.002520, mean=0.000799
classifier.weight: max=0.012932, mean=0.001682
classifier.bias: max=0.008108, mean=0.002342

Epoch 169:
features.0.0.weight: max=0.205769, mean=0.038207
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.041124, mean=0.008613
features.0.1.bias: max=0.024949, mean=0.009197
features.1.0.weight: max=0.029634, mean=0.002254
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.039037, mean=0.009558
features.1.1.bias: max=0.022676, mean=0.006618
features.2.0.weight: max=0.018178, mean=0.001142
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.046611, mean=0.008188
features.2.1.bias: max=0.027801, mean=0.006786
features.3.0.weight: max=0.016562, mean=0.000564
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.034993, mean=0.006030
features.3.1.bias: max=0.015335, mean=0.003721
features.4.0.weight: max=0.006820, mean=0.000246
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.036144, mean=0.005600
features.4.1.bias: max=0.019125, mean=0.003548
features.5.0.weight: max=0.002913, mean=0.000116
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.012059, mean=0.002934
features.5.1.bias: max=0.009324, mean=0.002470
classifier.weight: max=0.043283, mean=0.005056
classifier.bias: max=0.024140, mean=0.005271

Epoch 170:
features.0.0.weight: max=0.051844, mean=0.007519
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.015877, mean=0.003441
features.0.1.bias: max=0.010994, mean=0.002103
features.1.0.weight: max=0.013412, mean=0.000673
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.013606, mean=0.002969
features.1.1.bias: max=0.007675, mean=0.001922
features.2.0.weight: max=0.006313, mean=0.000379
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.014999, mean=0.002611
features.2.1.bias: max=0.011340, mean=0.001916
features.3.0.weight: max=0.006364, mean=0.000172
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.009750, mean=0.001966
features.3.1.bias: max=0.006047, mean=0.001255
features.4.0.weight: max=0.001929, mean=0.000082
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.010579, mean=0.001978
features.4.1.bias: max=0.006628, mean=0.001297
features.5.0.weight: max=0.000780, mean=0.000039
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.003264, mean=0.000927
features.5.1.bias: max=0.002942, mean=0.000837
classifier.weight: max=0.013088, mean=0.001701
classifier.bias: max=0.006176, mean=0.001842

Epoch 171:
features.0.0.weight: max=0.276717, mean=0.026348
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.036080, mean=0.008696
features.0.1.bias: max=0.018712, mean=0.007245
features.1.0.weight: max=0.024630, mean=0.001779
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.020300, mean=0.007248
features.1.1.bias: max=0.012825, mean=0.004550
features.2.0.weight: max=0.010364, mean=0.000915
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.026757, mean=0.006308
features.2.1.bias: max=0.025156, mean=0.005597
features.3.0.weight: max=0.007587, mean=0.000443
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.024506, mean=0.005137
features.3.1.bias: max=0.013423, mean=0.003393
features.4.0.weight: max=0.005027, mean=0.000205
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.032874, mean=0.004486
features.4.1.bias: max=0.018196, mean=0.003085
features.5.0.weight: max=0.002260, mean=0.000089
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.009563, mean=0.002292
features.5.1.bias: max=0.007233, mean=0.002235
classifier.weight: max=0.033149, mean=0.004443
